freq,sigma_ext,sigma_sc
0.01,0.0022929431713234259,0.0022937247219566126
0.012,0.0048198905789440536,0.004821325293175114
0.014,0.0090753609397209202,0.009077630442417918
0.016,0.015776652337647773,0.015779800503820652
0.018000000000000002,0.025821347032924949,0.025825158931347833
0.02,0.040324146800965653,0.040328012500651683
0.021999999999999999,0.060663970355255968,0.060666747045995985
0.024,0.088544087118210421,0.088543976479281208
0.026000000000000002,0.12606894769652863,0.12606340814103489
0.028000000000000004,0.17584254311613301,0.17582825834589108
0.029999999999999999,0.24109467880168181,0.24106760472383126
0.032000000000000001,0.32584361013210428,0.32579912161110736
0.034000000000000002,0.43510621150223455,0.4350393684034829
0.036000000000000004,0.57517042647974026,0.57507637508176224
0.037999999999999999,0.75394937117584249,0.75382389205914069
0.040000000000000001,0.98144229109099812,0.98128249793753741
0.042000000000000003,1.2703345819209129,1.2701397669562318
0.044000000000000004,1.6367767804575672,1.6365493907331399
0.046000000000000006,2.1013892059013366,2.1011359189746521
0.048000000000000001,2.6905407709282994,2.6902736163396503
0.050000000000000003,3.4379384095611458,3.4376758495383655
0.052000000000000005,4.3865188326505766,4.3862866652527064
0.053999999999999999,5.5905199256885734,5.5903517958153532
0.056000000000000001,7.1173566654844826,7.1172938512681378
0.058000000000000003,9.0484212428726867,9.0485112152047389
0.060000000000000005,11.477009287029958,11.477302324407828
0.062000000000000006,14.500116759280827,14.500659701755922
0.064000000000000001,18.199065779431681,18.19989202785435
0.066000000000000003,22.603115411383772,22.60423097722575
0.068000000000000005,27.633978236994295,27.635345731743577
0.069999999999999993,33.043185288198721,33.044711615737896
0.071999999999999995,38.379775543759784,38.38131322787153
0.073999999999999996,43.044016914258698,43.04538847574355
0.075999999999999998,46.451893103318291,46.452937239351186
0.078,48.243371737777863,48.243993131002433
0.080000000000000002,48.400762844757445,48.400960577784218
0.082000000000000003,47.202815871595483,47.202678745664244
0.083999999999999991,45.071058135039713,45.070735879648275
0.085999999999999993,42.420011009975752,42.419679311331365
0.087999999999999995,39.574562131016052,39.574394325724278
0.089999999999999997,36.75187519766915,36.752024508688955
0.091999999999999998,34.078216588759254,34.078807221552402
0.094,31.615578593205878,31.616702503668883
0.096000000000000002,29.385503315842112,29.387220006578982
0.09799999999999999,27.386444577840539,27.388782283659747
0.099999999999999992,25.605089858254804,25.608047276477407
0.10199999999999999,24.023229508103224,24.026777724295009
0.104,22.621706060189137,22.625790569897717
0.106,21.382589701892361,21.387132544056687
0.108,20.290350282210678,20.295252333765934
0.11,19.332522278759257,19.337665771612084
0.112,18.500187184937118,18.505438495892175
0.114,17.788507111082705,17.793719876942237
0.11599999999999999,17.197517359754364,17.202535996106263
0.11799999999999999,16.733419732671617,16.738083478910116
0.12,16.410723803742865,16.414871553289114
0.122,16.255794092467976,16.259270516602676
0.124,16.312742435636601,16.315406423197647
0.126,16.653261332986244,16.65499879057516
0.128,17.393031094583232,17.393776199419221
0.13,18.718576538607213,18.71834958042917
0.13200000000000001,20.928094160290254,20.927071609737094
0.13400000000000001,24.478950241598948,24.477593657194411
0.13600000000000001,29.979814537305142,29.979085423097516
0.13800000000000001,37.883777321540066,37.885377697439658
0.14000000000000001,47.377429178162409,47.383629766828385
0.14200000000000002,54.890073506096726,54.902245447454774
0.14400000000000002,56.052007446873212,56.068646372945736
0.14600000000000002,51.068213866236448,51.085871489376181
0.14800000000000002,43.801742052519728,43.817793839418883
0.15000000000000002,37.044750489594783,37.058186453989734
0.15200000000000002,31.630081238782058,31.640863661359358
0.15400000000000003,27.48464397466957,27.493108489186682
0.156,24.323522264428131,24.330094713035685
0.158,21.882109070848337,21.887203275904476
0.16,19.960768627469882,19.964757272067367
0.16200000000000001,18.417755167551565,18.420965666642832
0.16400000000000001,17.153809642447662,17.156527060161821
0.16600000000000001,16.099103194131786,16.101574210206778
0.16800000000000001,15.203908271429773,15.206344518503341
0.17000000000000001,14.432280652937667,14.434861205550432
0.17200000000000001,13.757845629578023,13.760718854983727
0.17400000000000002,13.160990565238535,13.164275633563287
0.17600000000000002,12.626991475683424,12.630779793038707
0.17800000000000002,12.144770897135732,12.149127668044658
0.18000000000000002,11.706102421797995,11.7110684877347
0.18200000000000002,11.305162345024813,11.310756393752499
0.18400000000000002,10.938400506488064,10.944621703280699
0.186,10.604783191775072,10.611614247970204
0.188,10.306586883617086,10.313997549277529
0.19,10.051168495632938,10.059119438365821
0.192,9.8546929230765592,9.8631399239816009
0.19400000000000001,9.7501777839486028,9.7590761060769093
0.19600000000000001,9.8059787116607851,9.8152872247470615
0.19800000000000001,10.172211996914834,10.181895520595816
0.20000000000000001,11.210916015814529,11.220939284480007
0.20200000000000001,13.905173427167627,13.915454315135692
0.20400000000000001,21.136004327320443,21.146151627653843
0.20600000000000002,37.40368065941702,37.411949400255253
0.20800000000000002,40.114693162737908,40.120036804937058
0.21000000000000002,24.284640277926609,24.290475425796956
0.21200000000000002,15.295193632106127,15.301983443423012
0.21400000000000002,10.938482163631633,10.945786148816234
0.21600000000000003,8.4936800873556049,8.5011270686817291
0.21800000000000003,6.9403466231980255,6.9476171025936484
0.22,5.9046891895838627,5.9114751642534786
0.222,5.2495515870671463,5.2555657823527815
0.224,4.9194502831458342,4.9244754910297486
0.22600000000000001,4.8696455004291437,4.8735963838161442
0.22800000000000001,5.0365512478826115,5.0395093623022493
0.23000000000000001,5.3389628727613792,5.3411594737622785
0.23200000000000001,5.6963169942143086,5.6980726916773916
0.23400000000000001,6.0460219920319247,6.0476755830283544
0.23600000000000002,6.3498929687653201,6.3517469026913105
0.23800000000000002,6.5909494101389487,6.5932405634330822
0.24000000000000002,6.7663725936425809,6.7692633642885109
0.24200000000000002,6.8809497033273619,6.8845307546786927
0.24400000000000002,6.9425711381892032,6.946869050537563
0.24600000000000002,6.9596924861447551,6.9646785895439285
0.24800000000000003,6.9401649051067631,6.9457637701577974
0.25,6.8908895268268147,6.8969867807858822
0.252,6.8179604343436564,6.8244100853943639
0.254,6.7271854893774243,6.7338171372315925
0.25600000000000001,6.6251479949090202,6.6317744636013511
0.25800000000000001,6.5215308163467229,6.5279572544005191
0.26000000000000001,6.4351720485681527,6.4412095928826982
0.26200000000000001,6.413532126249299,6.4190285040498933
0.26400000000000001,6.6152480472706898,6.6202012102146837
0.26600000000000001,7.8542291619946738,7.8595359888783412
0.26800000000000002,19.518726189025738,19.538121265091302
0.27000000000000002,17.566933041142569,17.591121585556614
0.27200000000000002,7.5377676549164629,7.5450626207718958
0.27400000000000002,5.8377801676868222,5.8412655124585289
0.27600000000000002,5.1516994720577891,5.1533901144711169
0.27800000000000002,4.748094662744168,4.7487937273974783
0.28000000000000003,4.4924313000479579,4.492754780463402
0.28200000000000003,4.3760316823636121,4.3766255518510722
0.28400000000000003,4.4417667939838275,4.4433601829940246
0.28600000000000003,4.7652756136622694,4.7686501196233779
0.28800000000000003,5.4362641673595515,5.4421281287743906
0.29000000000000004,6.5171880301014991,6.5259434308934585
0.29200000000000004,7.9765338037217681,7.9880037500036805
0.29400000000000004,9.6389670151234537,9.652284482319601
0.29600000000000004,11.225902520440417,11.239756555353614
0.29800000000000004,12.488028754934691,12.501174157168558
0.29999999999999999,13.314722479465946,13.326393374416192
0.30199999999999999,13.734013879153611,13.744018381893071
0.30399999999999999,13.843564154356638,13.85214186738774
0.30599999999999999,13.748269631634203,13.755891719196642
0.308,13.531526070152339,13.538739550483623
0.31,13.250568851160731,13.257902967166713
0.312,12.94145951956312,12.949378156389688
0.314,12.625663066624769,12.634544223495132
0.316,12.315432964786657,12.325562279406418
0.318,12.01766707724201,12.029238204134934
0.32000000000000001,11.736812378719359,11.749930804500542
0.32200000000000001,11.478289848042699,11.492979148508235
0.32400000000000001,11.25898394114118,11.275196330748793
0.32600000000000001,11.193001170520112,11.210648054978574
0.32800000000000001,17.865590744941485,17.884780316264376
0.33000000000000002,11.153745663415716,11.172971456765788
0.33200000000000002,10.450827915343041,10.470799872354464
0.33400000000000002,10.18708186371401,10.20732100006575
0.33600000000000002,9.9915612043004209,10.011647511694653
0.33800000000000002,9.8305350792632424,9.8500367561938464
0.34000000000000002,9.7019214583276057,9.7203944227942873
0.34200000000000003,9.6140187975134914,9.6310172157240803
0.34400000000000003,9.5844000952924304,9.5994954393290755
0.34600000000000003,9.6438445002347635,9.6566597851288627
0.34800000000000003,9.8441455669399645,9.8544207252928562
0.35000000000000003,10.270073470831445,10.277793335536888
0.35200000000000004,11.052297832444181,11.057934722585806
0.35400000000000004,12.362481321127639,12.367398641470441
0.35600000000000004,14.332061910086779,14.338961493214457
0.35800000000000004,16.813694648843942,16.826445456110225
0.36000000000000004,19.131508663572596,19.153296816383804
0.36199999999999999,20.409495418643456,20.440197157952195
0.36399999999999999,20.386648370419653,20.422863934369161
0.36599999999999999,19.49010584763074,19.52777007239629
0.36799999999999999,18.240617175074792,18.276775670534708
0.37,16.942201710525094,16.975171227336428
0.372,15.716525662495982,15.745506534245566
0.374,14.601497132300967,14.626264403478009
0.376,13.6096910785845,13.630437068291391
0.378,12.748000673719691,12.765235062376142
0.38,12.018250917597202,12.032685956528569
0.38200000000000001,11.414850902592162,11.427261827079372
0.38400000000000001,10.932819610200209,10.943872968177322
0.38600000000000001,15.949987573447599,15.969119914269713
0.38800000000000001,10.202606510471568,10.214207012355772
0.39000000000000001,9.9029873558242958,9.91476370215217
0.39200000000000002,9.6613413093808038,9.6738354857596978
0.39400000000000002,9.4528996182738965,9.4663872626182339
0.39600000000000002,9.2684538400670089,9.2831044517348076
0.39800000000000002,9.1023951768846434,9.1183083317795965
0.40000000000000002,8.9513207968982851,8.968545523119495
0.40200000000000002,8.8136810357367281,8.8322305751449139
0.40400000000000003,8.6898659416923074,8.7097309795316562
0.40600000000000003,8.5827704244059255,8.6039320407221762
0.40800000000000003,8.4991227754289227,8.5215657467305999
0.41000000000000003,8.4522412843835948,8.4759678891358341
0.41200000000000003,8.4677010372977115,8.4927445198516711
0.41400000000000003,8.5952513377640116,8.6216850061897112
0.41600000000000004,8.934423430620992,8.9623504106893161
0.41800000000000004,9.6881237020298805,9.7175943785730077
0.42000000000000004,11.249724199977415,11.280406941497901
0.42200000000000004,14.141933507633023,14.172139498804045
0.42400000000000004,17.820679610427177,17.846262049039588
0.42600000000000005,19.01646832632408,19.034665540796443
0.42799999999999999,16.79293979019252,16.807222280678427
0.42999999999999999,13.917735999836058,13.932065190901712
0.432,11.64092285560713,11.656840137721282
0.434,9.944607763623063,9.9623693575828653
0.436,8.6253695846516187,8.6447229953631304
0.438,7.5465848534289348,7.5669883995823639
0.44,6.6499748852667917,6.6706562200457418
0.442,5.9462031576600021,5.9665291757050953
0.44400000000000001,5.4307207482927673,5.4485614940809226
0.44600000000000001,5.159792176007894,5.1753199798127572
0.44800000000000001,5.1194082125432772,5.1323705663203505
0.45000000000000001,5.2576423668448093,5.2684296706534006
0.45200000000000001,5.5015863456329512,5.5109826124355257
0.45400000000000001,5.7832031770772767,5.7921112075256866
0.45600000000000002,6.0550421003224946,6.0642725483461524
0.45800000000000002,6.2916255383987947,6.3017916136827195
0.46000000000000002,6.4835360230770824,6.4950297129573071
0.46200000000000002,6.6306804786718576,6.6436910839529597
0.46400000000000002,6.7374032243696442,6.7519504417223173
0.46600000000000003,6.8096671661543038,6.8256351246330169
0.46800000000000003,6.8537367293168163,6.8709044663436396
0.47000000000000003,6.8758167668221839,6.8938850427220171
0.47200000000000003,6.8823588388217658,6.9009751512450785
0.47400000000000003,6.881073785361786,6.8998588761994837
0.47600000000000003,6.8832022916858948,6.9017843192304102
0.47800000000000004,6.9088077104854593,6.9268786469594303
0.48000000000000004,7.0005981182246284,7.0180341476390327
0.48200000000000004,7.2655490117977646,7.2827367930661406
0.48400000000000004,8.0222830470888642,8.0412237767849639
0.48600000000000004,10.372768865857392,10.401499897174043
0.48800000000000004,16.454514790991002,16.515948933616549
0.48999999999999999,15.84769005060137,15.912133938048566
0.49199999999999999,10.615918980761398,10.651690707133874
0.49399999999999999,8.2178150978310018,8.2383886744486379
0.496,7.0471461730294989,7.0596111701689397
0.498,6.3429223610047769,6.349761885412283
0.5,5.8198594139875928,5.8247655222136343
